72 3414
16 47 77
16 50 24
16 51 55
16 53 78
16 54 36
16 55 28
16 57 41
16 58 15
16 59 9
16 60 46
16 61 21
16 62 59
16 67 16
16 68 8
16 69 96
16 70 5
16 71 16
17 1 25
17 2 9
17 3 30
17 4 8
17 5 47
17 6 96
17 7 26
17 10 81
17 11 45
17 12 13
17 15 13
17 19 62
17 20 37
17 22 50
17 25 12
17 26 39
17 27 51
17 28 13
17 29 35
17 30 31
17 31 18
17 32 79
17 33 44
17 35 29
17 36 59
17 38 18
17 39 39
17 40 92
17 43 24
17 44 29
17 45 66
17 46 77
17 47 47
17 48 36
17 50 67
17 52 9
17 56 69
17 57 18
17 58 25
17 59 34
17 60 11
17 61 32
17 62 19
17 63 7
17 65 3
17 66 75
17 67 3
17 69 25
17 70 27
17 72 68
18 1 41
18 2 69
18 3 42
18 4 2
18 5 68
18 6 24
18 10 70
18 12 5
18 13 3
18 15 9
18 16 4
18 17 13
18 20 30
18 21 35
18 28 3
18 30 10
18 31 84
18 32 22
18 34 1
18 36 11
18 37 20
18 38 4
18 40 62
18 41 8
18 42 48
18 43 66
18 46 91
18 48 37
18 49 33
18 51 57
18 52 48
18 54 55
18 56 38
18 57 56
18 58 59
18 59 56
18 62 9
18 63 56
18 64 70
18 65 72
18 66 81
18 67 91
18 68 56
18 71 66
18 72 72
19 1 42
19 4 40
19 5 7
19 6 39
19 7 42
19 8 14
19 9 41
19 10 37
19 11 71
19 13 30
19 15 11
19 16 86
19 18 69
19 21 6
19 22 50
19 24 5
19 25 3
19 26 51
19 27 54
19 30 30
19 31 4
19 32 34
19 33 44
19 35 19
19 36 14
19 39 71
19 41 40
19 42 5
19 44 30
19 45 38
19 46 7
19 47 100
19 48 31
19 49 58
19 50 35
19 51 28
19 53 22
19 55 33
19 56 71
19 57 26
19 58 20
19 59 26
19 60 20
19 61 79
19 63 41
19 65 3
19 68 38
19 69 5
19 71 20
20 1 86
20 2 36
20 3 43
20 5 19
20 6 56
20 10 7
20 11 72
20 12 42
20 14 7
20 15 62
20 16 51
20 17 41
20 23 74
20 24 20
20 25 10
20 26 8
20 27 54
20 28 39
20 31 59
20 32 3
20 33 50
20 34 44
20 35 49
20 36 42
20 39 92
20 42 56
20 43 48
20 44 47
20 47 82
20 48 18
20 49 8
20 50 61
20 51 44
20 53 31
20 54 76
20 55 99
20 57 7
20 58 12
20 59 70
20 61 72
20 62 37
20 63 8
20 64 23
20 65 34
20 68 65
20 69 23
20 70 79
20 71 53
20 72 7
21 1 17
21 3 73
21 4 36
21 6 12
21 9 93
21 11 31
21 12 1
21 14 3
21 16 61
21 17 79
21 18 40
21 20 43
21 22 9
21 23 30
21 24 96
21 27 77
21 28 50
21 30 30
21 32 95
21 33 36
21 36 34
21 38 39
21 39 33
21 41 41
21 42 4
21 43 55
21 44 58
21 46 1
21 47 8
21 48 67
21 49 40
21 50 37
21 51 19
21 52 70
21 53 95
21 54 25
21 55 9
21 57 31
21 58 21
21 59 55
21 60 57
21 61 42
21 63 8
21 65 53
21 66 26
21 68 18
21 69 35
21 70 99
21 71 37
21 72 27
22 4 46
22 5 94
22 6 38
22 8 96
22 10 24
22 12 36
22 13 20
22 14 62
22 16 43
22 17 14
22 18 1
22 19 27
22 20 46
22 21 99
22 25 95
22 26 60
22 27 5
22 28 59
22 30 55
22 31 61
22 32 23
22 34 48
22 36 40
22 37 96
22 38 6
22 39 33
22 41 19
22 42 45
22 43 30
22 44 1
22 46 12
22 47 3
22 49 1
22 50 22
22 51 20
22 54 52
22 55 43
22 57 34
22 59 64
22 60 50
22 61 58
22 64 84
22 65 51
22 66 27
22 69 29
22 71 7
22 72 8
23 2 8
23 3 51
23 5 2
23 6 62
23 7 74
23 8 36
23 10 65
23 11 6
23 13 86
23 14 11
23 16 2
23 18 18
23 20 3
23 21 35
23 22 48
23 24 23
23 25 22
23 26 7
23 27 54
23 28 61
23 29 22
23 30 23
23 32 87
23 33 45
23 34 10
23 36 61
23 37 28
23 39 10
23 40 38
23 42 44
23 43 34
23 44 65
23 51 31
23 52 12
23 54 30
23 55 89
23 56 6
23 57 25
23 58 36
23 60 80
23 63 68
23 64 58
23 65 74
23 66 37
23 67 80
23 68 50
23 69 71
23 70 26
23 71 22
23 72 16
24 1 17
24 3 90
24 4 57
24 5 6
24 6 24
24 8 27
24 10 44
24 11 29
24 13 69
24 15 51
24 16 29
24 17 24
24 20 25
24 21 88
24 22 20
24 25 18
24 27 49
24 29 77
24 30 82
24 31 66
24 32 51
24 33 17
24 35 97
24 36 7
24 37 58
24 38 6
24 39 51
24 41 52
24 42 53
24 43 27
24 44 87
24 46 95
24 48 8
24 49 52
24 50 2
24 52 2
24 53 33
24 54 73
24 55 26
24 56 60
24 59 62
24 60 35
24 61 47
24 64 42
24 65 3
24 66 18
24 67 52
24 69 70
24 70 26
24 71 85
24 72 9
25 1 53
25 2 57
25 3 74
25 5 72
25 6 26
25 7 26
25 8 37
25 9 74
25 10 69
25 11 88
25 13 22
25 14 38
25 17 45
25 18 73
25 20 28
25 21 97
25 23 68
25 26 13
25 27 96
25 28 83
25 29 83
25 32 15
25 34 30
25 35 15
25 36 12
25 39 13
25 40 14
25 42 18
25 43 40
25 44 27
25 45 46
25 48 22
25 52 23
25 53 59
25 54 25
25 55 38
25 57 33
25 61 61
25 62 46
25 63 24
25 64 22
25 66 35
25 67 18
25 69 21
25 72 2
26 1 8
26 2 42
26 6 3
26 7 45
26 8 18
26 9 11
26 11 55
26 12 55
26 13 27
26 14 39
26 15 87
26 16 39
26 20 56
26 21 5
26 22 36
26 25 12
26 27 48
26 29 62
26 30 89
26 31 39
26 32 7
26 33 34
26 34 1
26 35 34
26 37 27
26 38 16
26 40 40
26 41 36
26 43 10
26 44 36
26 45 36
26 48 35
26 49 56
26 50 24
26 51 26
26 54 61
26 55 15
26 56 76
26 58 8
26 59 31
26 61 45
26 62 31
26 63 19
26 64 11
26 65 11
26 67 16
26 68 38
26 69 50
26 71 17
26 72 9
27 2 34
27 4 23
27 5 33
27 6 42
27 7 7
27 12 27
27 13 7
27 14 57
27 15 13
27 16 80
27 17 34
27 18 2
27 19 62
27 20 17
27 21 36
27 23 72
27 24 88
27 25 96
27 26 40
27 29 32
27 31 45
27 32 14
27 33 67
27 36 69
27 37 12
27 39 6
27 41 61
27 43 41
27 45 31
27 46 8
27 47 91
27 48 29
27 49 69
27 50 94
27 51 33
27 52 48
27 54 54
27 55 24
27 56 32
27 57 57
27 58 26
27 61 46
27 62 86
27 63 12
27 64 35
27 66 18
27 67 8
27 68 77
27 71 29
27 72 53
28 1 51
28 3 84
28 4 41
28 5 56
28 6 36
28 7 12
28 8 24
28 9 29
28 10 40
28 11 56
28 12 59
28 14 18
28 15 30
28 18 9
28 19 31
28 20 29
28 21 19
28 23 40
28 24 16
28 25 40
28 27 2
28 31 24
28 32 64
28 33 19
28 34 58
28 35 82
28 36 22
28 38 34
28 41 78
28 42 30
28 43 26
28 44 55
28 45 6
28 47 59
28 48 9
28 51 83
28 52 96
28 57 94
28 58 22
28 60 53
28 61 14
28 64 88
28 65 23
28 66 14
28 67 70
28 69 82
28 71 70
28 72 77
29 1 7
29 6 75
29 8 97
29 9 87
29 10 41
29 14 95
29 18 1
29 20 26
29 21 64
29 22 34
29 24 80
29 25 12
29 28 53
29 30 63
29 31 85
29 32 61
29 33 11
29 35 52
29 36 22
29 37 41
29 38 33
29 39 91
29 42 99
29 43 15
29 44 34
29 45 52
29 48 53
29 51 22
29 52 69
29 55 54
29 56 15
29 57 44
29 58 4
29 59 5
29 61 5
29 62 98
29 63 63
29 64 48
29 66 52
29 67 80
29 68 62
29 69 39
29 70 64
29 71 40
29 72 7
30 1 24
30 2 25
30 4 6
30 6 28
30 9 94
30 10 1
30 11 98
30 12 81
30 13 48
30 16 31
30 17 12
30 20 6
30 21 5
30 22 46
30 23 9
30 25 1
30 26 54
30 31 23
30 33 36
30 34 64
30 35 43
30 36 18
30 37 28
30 40 15
30 42 87
30 43 2
30 45 26
30 46 38
30 48 68
30 50 9
30 51 97
30 52 25
30 53 93
30 54 53
30 57 31
30 58 1
30 60 51
30 61 46
30 62 29
30 63 46
30 64 27
30 65 50
30 66 1
30 68 60
30 69 39
30 70 51
30 71 1
30 72 26
31 1 80
31 3 68
31 4 3
31 5 59
31 6 5
31 9 48
31 11 39
31 12 4
31 13 35
31 14 16
31 16 16
31 17 15
31 19 14
31 21 45
31 22 21
31 23 19
31 24 44
31 25 92
31 26 52
31 28 83
31 33 28
31 35 87
31 37 11
31 40 53
31 42 23
31 43 63
31 44 15
31 45 82
31 46 98
31 48 92
31 49 12
31 50 25
31 52 71
31 57 38
31 59 52
31 60 14
31 61 9
31 64 92
31 67 27
31 68 5
31 70 24
31 72 14
32 1 85
32 2 62
32 3 87
32 4 53
32 6 93
32 7 63
32 10 86
32 12 59
32 14 29
32 16 41
32 18 54
32 19 15
32 21 2
32 22 56
32 23 77
32 25 2
32 26 17
32 29 82
32 31 33
32 34 46
32 35 77
32 36 46
32 37 84
32 38 11
32 39 72
32 40 100
32 41 40
32 42 29
32 45 41
32 47 3
32 51 4
32 53 70
32 55 40
32 56 33
32 57 12
32 58 31
32 59 82
32 60 75
32 61 47
32 62 9
32 63 45
32 64 20
32 65 38
32 66 71
32 68 44
32 71 9
32 72 41
33 1 68
33 2 6
33 3 45
33 4 22
33 6 38
33 7 55
33 8 11
33 9 40
33 10 36
33 11 16
33 12 80
33 18 6
33 19 17
33 21 68
33 25 95
33 26 2
33 28 40
33 29 61
33 31 2
33 32 14
33 34 12
33 35 77
33 38 62
33 40 5
33 42 28
33 44 26
33 47 47
33 48 60
33 49 58
33 50 5
33 51 43
33 52 80
33 53 22
33 56 47
33 57 45
33 60 15
33 62 3
33 63 52
33 64 3
33 65 73
33 66 38
33 67 26
33 68 55
33 69 61
33 70 63
33 71 41
33 72 2
34 1 30
34 2 1
34 3 47
34 4 29
34 5 89
34 7 54
34 8 39
34 9 55
34 10 19
34 11 1
34 12 54
34 14 27
34 15 55
34 16 72
34 17 18
34 18 75
34 20 24
34 21 21
34 23 3
34 25 17
34 28 8
34 30 75
34 32 29
34 33 99
34 37 2
34 38 45
34 40 8
34 41 12
34 43 77
34 45 8
34 51 60
34 52 40
34 54 9
34 56 10
34 57 35
34 59 36
34 60 15
34 61 73
34 64 31
34 66 6
34 67 12
34 68 52
34 69 27
34 70 21
34 71 10
35 1 28
35 3 3
35 4 48
35 7 7
35 12 100
35 13 34
35 14 21
35 15 87
35 17 35
35 18 88
35 19 43
35 20 38
35 21 16
35 22 1
35 23 21
35 24 60
35 25 87
35 27 70
35 29 62
35 30 13
35 31 67
35 34 65
35 38 32
35 39 33
35 40 51
35 41 97
35 42 37
35 43 15
35 46 62
35 47 47
35 50 42
35 51 87
35 52 10
35 53 53
35 54 56
35 56 94
35 58 64
35 59 64
35 60 70
35 61 36
35 62 30
35 67 84
35 69 60
35 70 97
35 71 13
35 72 12
36 2 41
36 3 86
36 4 65
36 5 1
36 6 94
36 8 49
36 10 33
36 11 10
36 12 77
36 13 64
36 14 36
36 16 27
36 18 32
36 19 94
36 20 24
36 21 73
36 22 45
36 23 86
36 24 34
36 26 65
36 27 43
36 28 51
36 29 27
36 30 93
36 31 2
36 32 6
36 33 71
36 35 6
36 37 88
36 39 10
36 40 21
36 41 96
36 44 22
36 45 52
36 46 1
36 47 23
36 48 58
36 49 2
36 52 17
36 53 62
36 57 44
36 58 2
36 59 36
36 60 37
36 61 89
36 62 93
36 63 14
36 64 48
36 65 42
36 66 46
36 70 3
36 72 15
37 1 69
37 2 85
37 3 12
37 4 20
37 5 32
37 7 27
37 8 34
37 11 98
37 15 6
37 16 47
37 17 11
37 18 20
37 19 35
37 21 36
37 23 52
37 24 98
37 26 74
37 29 29
37 30 68
37 33 7
37 34 4
37 36 24
37 38 13
37 40 98
37 42 11
37 44 63
37 48 1
37 52 76
37 53 7
37 54 16
37 57 41
37 58 4
37 60 16
37 61 45
37 62 54
37 64 82
37 65 47
37 67 88
37 68 41
37 69 46
37 70 46
37 71 17
37 72 98
38 3 38
38 4 37
38 5 47
38 6 43
38 10 44
38 15 86
38 16 70
38 18 71
38 19 42
38 24 19
38 25 80
38 26 28
38 27 57
38 29 72
38 31 71
38 32 56
38 33 11
38 34 1
38 36 22
38 37 28
38 40 2
38 41 45
38 42 79
38 43 4
38 45 93
38 46 79
38 49 52
38 50 51
38 51 90
38 56 6
38 57 90
38 58 81
38 59 21
38 60 11
38 61 30
38 62 84
38 63 20
38 64 22
38 66 8
38 67 71
38 68 7
38 70 48
38 71 22
38 72 46
39 3 13
39 4 30
39 5 43
39 6 33
39 8 26
39 10 60
39 11 62
39 12 3
39 13 91
39 16 48
39 17 5
39 24 17
39 25 28
39 26 49
39 30 17
39 31 25
39 33 15
39 34 38
39 36 6
39 37 49
39 40 17
39 42 69
39 45 24
39 47 4
39 48 89
39 49 24
39 50 76
39 52 14
39 53 28
39 54 1
39 58 77
39 59 44
39 60 60
39 62 14
39 64 91
39 65 54
39 66 17
39 67 49
39 68 99
39 69 56
39 70 19
40 1 2
40 2 7
40 3 33
40 4 49
40 11 73
40 12 29
40 13 16
40 15 12
40 16 31
40 19 99
40 20 21
40 23 50
40 24 80
40 26 29
40 28 61
40 30 9
40 31 67
40 32 78
40 34 1
40 35 36
40 36 69
40 41 33
40 43 40
40 44 85
40 45 89
40 46 57
40 48 1
40 50 8
40 52 41
40 53 53
40 57 69
40 58 58
40 59 57
40 60 65
40 63 29
40 64 76
40 65 71
40 66 88
40 67 5
40 68 21
40 69 53
40 70 86
40 72 84
41 1 39
41 3 24
41 5 60
41 7 23
41 9 3
41 11 35
41 12 9
41 14 61
41 15 48
41 17 7
41 18 9
41 21 51
41 23 4
41 24 44
41 25 69
41 26 37
41 29 82
41 30 33
41 31 71
41 32 9
41 33 83
41 34 73
41 35 36
41 36 20
41 37 57
41 38 44
41 39 25
41 40 21
41 42 11
41 43 43
41 44 4
41 45 17
41 46 9
41 47 77
41 48 36
41 49 19
41 50 83
41 51 49
41 53 19
41 55 72
41 56 67
41 57 2
41 58 32
41 59 59
41 61 47
41 62 24
41 63 1
41 64 48
41 65 43
41 68 52
41 71 19
42 2 78
42 3 15
42 4 62
42 5 28
42 6 73
42 7 15
42 8 72
42 9 48
42 10 31
42 11 84
42 13 32
42 14 22
42 16 19
42 17 16
42 18 35
42 19 96
42 20 86
42 21 19
42 22 94
42 24 8
42 25 24
42 27 22
42 28 61
42 29 37
42 31 85
42 32 57
42 33 41
42 35 34
42 36 13
42 37 24
42 38 73
42 39 50
42 41 52
42 43 11
42 45 68
42 46 40
42 47 57
42 48 13
42 49 13
42 53 11
42 54 6
42 57 14
42 58 55
42 59 4
42 61 29
42 64 82
42 67 47
42 68 7
42 69 32
42 70 23
42 72 15
43 2 61
43 3 18
43 6 6
43 7 73
43 9 82
43 10 7
43 11 50
43 13 51
43 14 64
43 15 10
43 18 57
43 19 17
43 20 31
43 21 40
43 22 52
43 23 100
43 25 16
43 26 46
43 29 10
43 30 4
43 31 15
43 32 19
43 33 79
43 37 29
43 38 5
43 39 14
43 40 34
43 41 3
43 44 31
43 47 62
43 49 22
43 51 78
43 53 78
43 54 19
43 56 7
43 57 69
43 59 31
43 60 100
43 62 37
43 63 42
43 64 25
43 66 42
43 67 72
43 68 52
43 69 50
43 70 69
43 71 15
44 1 83
44 2 90
44 3 18
44 4 50
44 5 38
44 6 32
44 7 52
44 8 78
44 9 64
44 10 3
44 12 75
44 13 26
44 14 95
44 17 23
44 18 39
44 19 67
44 21 17
44 23 7
44 24 46
44 26 63
44 27 7
44 28 8
44 30 68
44 31 53
44 32 42
44 33 84
44 34 73
44 35 27
44 36 36
44 37 3
44 38 64
44 40 55
44 41 40
44 43 85
44 46 17
44 47 17
44 48 67
44 49 37
44 50 71
44 51 30
44 52 70
44 53 30
44 54 82
44 58 50
44 60 62
44 61 77
44 63 74
44 64 51
44 66 41
44 67 1
44 68 54
44 69 29
44 70 6
44 71 43
44 72 8
45 1 4
45 4 6
45 6 24
45 8 2
45 9 42
45 10 49
45 11 94
45 12 18
45 13 86
45 14 77
45 16 4
45 17 25
45 18 1
45 19 78
45 21 64
45 25 30
45 26 73
45 27 45
45 29 24
45 30 23
45 31 58
45 35 16
45 36 81
45 39 16
45 40 69
45 41 45
45 42 16
45 43 45
45 44 48
45 46 32
45 47 21
45 48 61
45 49 21
45 50 41
45 51 2
45 52 45
45 53 18
45 55 33
45 56 7
45 57 20
45 60 5
45 61 2
45 63 72
45 65 1
45 66 30
45 67 97
45 68 59
45 69 70
45 70 34
45 71 55
46 2 14
46 3 9
46 4 79
46 5 3
46 7 36
46 10 12
46 11 85
46 12 2
46 13 74
46 15 62
46 16 9
46 17 99
46 18 55
46 19 57
46 20 35
46 21 49
46 22 8
46 23 94
46 24 32
46 25 11
46 27 70
46 28 48
46 29 64
46 30 74
46 31 35
46 33 59
46 35 41
46 37 14
46 38 31
46 39 60
46 40 74
46 41 8
46 42 47
46 43 30
46 44 62
46 45 6
46 48 26
46 49 36
46 50 73
46 51 7
46 52 97
46 56 61
46 57 75
46 58 51
46 59 10
46 61 24
46 62 44
46 64 18
46 65 82
46 66 49
46 68 18
46 69 44
46 71 12
46 72 22
47 1 17
47 7 95
47 8 43
47 11 4
47 12 48
47 13 39
47 16 28
47 17 4
47 19 5
47 20 26
47 23 38
47 25 24
47 26 56
47 28 4
47 29 24
47 31 39
47 32 25
47 34 31
47 35 18
47 37 35
47 38 53
47 41 18
47 42 87
47 43 21
47 44 1
47 45 48
47 46 56
47 51 39
47 52 98
47 54 15
47 55 12
47 56 68
47 57 15
47 58 92
47 59 44
47 61 16
47 62 66
47 63 72
47 64 81
47 65 23
47 66 96
47 67 65
47 70 99
47 71 78
47 72 74
48 2 82
48 3 53
48 6 67
48 7 35
48 8 54
48 9 47
48 11 45
48 12 70
48 14 40
48 15 43
48 16 1
48 17 38
48 18 77
48 20 19
48 21 87
48 26 82
48 27 15
48 31 91
48 32 3
48 33 17
48 34 46
48 35 84
48 37 88
48 38 29
48 39 29
48 40 5
48 42 10
48 43 3
48 44 36
48 45 28
48 49 7
48 51 8
48 52 91
48 54 15
48 55 45
48 56 77
48 57 26
48 58 63
48 60 10
48 61 49
48 63 28
48 64 90
48 65 87
48 66 13
48 68 11
48 69 30
48 70 17
48 71 26
48 72 5
49 1 18
49 3 67
49 6 85
49 9 24
49 10 100
49 11 5
49 12 53
49 13 10
49 14 2
49 15 22
49 16 42
49 18 100
49 19 34
49 20 29
49 21 73
49 22 12
49 23 42
49 24 65
49 26 52
49 28 93
49 29 22
49 31 61
49 33 23
49 34 33
49 35 10
49 36 28
49 38 68
49 39 44
49 40 54
49 41 93
49 43 39
49 45 34
49 46 29
49 48 60
49 51 95
49 52 10
49 53 5
49 56 87
49 57 54
49 58 100
49 59 37
49 60 62
49 62 89
49 63 52
49 64 20
49 65 36
49 66 66
49 69 14
