45 1574
8 5 20
8 6 36
8 7 16
8 9 90
8 10 97
8 13 72
8 14 3
8 16 83
8 18 93
8 19 37
8 20 68
8 21 22
8 23 43
8 25 19
8 26 18
8 27 5
8 28 2
8 29 55
8 32 95
8 33 14
8 34 32
8 35 22
8 36 44
8 37 4
8 38 52
8 39 84
8 41 7
8 42 28
8 43 73
8 44 50
8 45 61
9 1 43
9 2 24
9 3 52
9 4 21
9 5 2
9 6 48
9 7 23
9 8 30
9 10 6
9 12 42
9 13 7
9 15 67
9 16 13
9 17 72
9 19 8
9 20 5
9 21 11
9 23 37
9 24 41
9 25 43
9 26 61
9 27 28
9 28 37
9 29 39
9 30 33
9 31 36
9 34 31
9 35 8
9 36 4
9 38 14
9 39 22
9 41 34
9 42 11
9 43 36
9 44 96
9 45 76
10 2 42
10 3 23
10 4 27
10 5 3
10 6 50
10 7 22
10 8 78
10 9 46
10 11 28
10 12 19
10 13 88
10 14 71
10 15 2
10 17 58
10 18 54
10 19 31
10 20 39
10 21 32
10 22 12
10 23 26
10 25 5
10 26 5
10 27 70
10 29 86
10 31 28
10 32 70
10 33 22
10 34 25
10 35 11
10 36 36
10 37 5
10 38 86
10 39 34
10 40 29
10 41 52
10 42 44
10 43 4
10 44 52
10 45 37
11 1 33
11 3 35
11 4 83
11 5 1
11 6 59
11 7 30
11 8 3
11 9 1
11 10 37
11 12 56
11 14 19
11 17 9
11 18 2
11 20 35
11 21 37
11 22 5
11 23 15
11 25 11
11 26 12
11 28 70
11 29 80
11 30 88
11 31 48
11 32 17
11 33 49
11 34 19
11 36 23
11 37 48
11 38 23
11 39 63
11 40 32
11 41 31
12 1 22
12 3 46
12 4 75
12 5 11
12 6 90
12 7 8
12 9 12
12 10 66
12 11 48
12 13 50
12 14 51
12 15 96
12 16 64
12 17 1
12 18 40
12 19 65
12 20 34
12 22 57
12 23 58
12 24 31
12 25 94
12 26 6
12 27 57
12 28 54
12 29 22
12 30 22
12 32 34
12 33 15
12 34 89
12 35 51
12 36 27
12 37 40
12 38 60
12 41 3
12 43 28
12 44 5
12 45 79
13 1 41
13 2 54
13 3 32
13 5 10
13 8 70
13 9 7
13 10 14
13 11 74
13 12 35
13 15 4
13 16 78
13 17 46
13 18 44
13 19 76
13 20 33
13 21 6
13 23 64
13 24 77
13 25 14
13 26 97
13 27 48
13 29 30
13 30 2
13 31 58
13 32 66
13 33 42
13 34 23
13 35 59
13 36 3
13 37 80
13 38 96
13 40 56
13 41 11
13 42 75
13 43 45
13 44 53
13 45 61
14 1 79
14 3 62
14 5 5
14 6 11
14 7 18
14 8 73
14 9 12
14 10 12
14 13 69
14 15 16
14 16 75
14 18 80
14 19 8
14 20 99
14 21 8
14 22 23
14 24 18
14 25 43
14 26 47
14 29 87
14 30 7
14 31 92
14 32 8
14 33 32
14 35 56
14 36 72
14 38 35
14 39 8
14 40 12
14 41 36
14 42 24
14 44 29
14 45 22
15 1 5
15 3 67
15 4 31
15 6 100
15 10 34
15 12 17
15 13 42
15 17 13
15 18 68
15 19 29
15 20 24
15 22 82
15 23 16
15 24 8
15 25 1
15 26 14
15 29 79
15 31 84
15 32 19
15 33 74
15 34 25
15 36 2
15 38 85
15 39 84
15 40 42
15 41 41
15 42 29
15 44 53
15 45 4
16 1 48
16 2 32
16 3 51
16 5 22
16 6 23
16 7 98
16 9 4
16 10 19
16 12 3
16 13 12
16 14 3
16 15 17
16 17 73
16 18 11
16 19 75
16 20 70
16 21 28
16 22 56
16 24 32
16 25 92
16 27 24
16 28 90
16 29 73
16 31 84
16 32 11
16 33 94
16 34 76
16 35 38
16 36 40
16 38 11
16 40 24
16 41 31
16 44 93
16 45 38
17 2 80
17 3 100
17 4 17
17 5 2
17 6 3
17 10 46
17 11 41
17 12 62
17 13 38
17 14 18
17 15 11
17 16 78
17 18 25
17 19 8
17 20 71
17 21 95
17 22 8
17 23 10
17 24 1
17 27 5
17 28 92
17 29 30
17 30 48
17 32 87
17 33 13
17 34 28
17 35 20
17 36 2
17 39 82
17 40 13
17 41 56
17 42 3
18 1 18
18 3 45
18 4 56
18 5 59
18 6 40
18 7 23
18 8 41
18 9 7
18 10 8
18 12 28
18 13 66
18 14 4
18 15 36
18 16 62
18 17 16
18 19 7
18 20 10
18 21 63
18 22 17
18 23 66
18 24 26
18 25 25
18 26 44
18 28 57
18 29 1
18 30 6
18 31 4
18 33 43
18 34 67
18 35 82
18 36 98
18 37 51
18 38 26
18 41 34
18 43 33
18 44 39
18 45 51
19 1 68
19 2 83
19 3 50
19 4 73
19 5 20
19 6 8
19 7 27
19 8 62
19 9 99
19 10 37
19 13 82
19 14 57
19 15 54
19 16 16
19 17 19
19 20 18
19 21 28
19 22 33
19 23 6
19 25 54
19 26 21
19 28 27
19 29 21
19 30 92
19 31 52
19 32 25
19 33 6
19 34 8
19 35 6
19 36 55
19 37 5
19 38 93
19 39 29
19 41 22
19 42 86
19 43 85
19 44 29
20 2 27
20 3 5
20 4 4
20 5 58
20 6 18
20 7 88
20 8 16
20 9 11
20 11 99
20 13 18
20 14 15
20 15 29
20 16 33
20 17 49
20 18 9
20 19 31
20 21 49
20 22 76
20 23 84
20 24 3
20 25 30
20 26 79
20 28 26
20 29 6
20 30 26
20 31 26
20 32 10
20 33 86
20 34 34
20 35 15
20 37 48
20 38 27
20 39 24
20 40 72
20 42 24
20 43 69
20 44 83
20 45 47
21 1 35
21 2 53
21 3 46
21 5 11
21 9 77
21 10 53
21 11 31
21 13 2
21 14 74
21 15 54
21 17 7
21 18 76
21 19 5
21 20 43
21 23 7
21 25 6
21 26 18
21 27 84
21 28 12
21 29 21
21 31 7
21 32 8
21 34 47
21 36 89
21 38 12
21 39 26
21 40 65
21 41 42
21 43 1
21 44 57
21 45 45
22 3 3
22 4 60
22 5 37
22 6 46
22 7 40
22 8 39
22 9 1
22 10 73
22 12 38
22 13 27
22 15 63
22 17 4
22 18 55
22 19 24
22 20 21
22 21 82
22 24 94
22 25 15
22 26 16
22 28 8
22 29 30
22 30 72
22 31 57
22 32 27
22 33 95
22 34 18
22 35 79
22 36 45
22 37 85
22 38 40
22 39 56
22 40 9
22 41 100
22 42 37
22 43 54
22 44 89
22 45 72
23 1 19
23 2 30
23 3 10
23 5 3
23 7 23
23 8 13
23 11 40
23 12 9
23 13 29
23 14 2
23 15 46
23 16 23
23 17 31
23 18 77
23 19 57
23 20 49
23 21 39
23 22 42
23 24 5
23 25 49
23 26 5
23 27 17
23 28 6
23 29 45
23 30 65
23 32 49
23 33 2
23 34 14
23 35 26
23 36 78
23 37 26
23 39 75
23 40 21
23 42 32
23 44 54
24 1 68
24 2 91
24 3 53
24 5 99
24 7 29
24 9 97
24 10 65
24 11 91
24 12 17
24 13 63
24 14 58
24 16 31
24 17 9
24 18 4
24 19 39
24 21 69
24 22 33
24 25 37
24 26 17
24 27 6
24 28 10
24 29 16
24 31 4
24 32 65
24 33 13
24 34 29
24 35 4
24 36 49
24 37 49
24 38 46
24 39 29
24 40 42
24 41 19
24 42 52
24 44 14
24 45 16
25 1 48
25 2 17
25 3 1
25 4 24
25 6 60
25 7 7
25 9 38
25 10 26
25 12 32
25 13 27
25 15 46
25 16 39
25 17 99
25 18 78
25 20 45
25 21 58
25 23 35
25 24 48
25 26 14
25 27 51
25 28 22
25 29 34
25 30 30
25 31 20
25 35 23
25 36 8
25 40 15
25 41 38
25 43 19
25 44 71
26 1 57
26 2 54
26 3 32
26 4 65
26 5 20
26 6 77
26 8 30
26 10 41
26 14 27
26 15 14
26 17 1
26 18 36
26 19 76
26 22 32
26 23 80
26 24 44
26 25 30
26 28 11
26 29 15
26 30 95
26 31 71
26 32 20
26 33 1
26 34 9
26 35 44
26 36 20
26 39 3
26 40 49
26 42 1
26 44 1
26 45 72
27 1 46
27 2 46
27 4 6
27 5 8
27 6 9
27 7 14
27 8 16
27 9 27
27 10 54
27 11 37
27 12 54
27 13 14
27 14 66
27 16 18
27 17 49
27 19 12
27 20 50
27 21 71
27 23 47
27 24 58
27 25 98
27 28 9
27 29 4
27 30 10
27 31 62
27 32 68
27 33 44
27 34 78
27 35 3
27 36 2
27 37 74
27 38 14
27 39 60
27 41 48
27 42 45
27 43 18
27 44 13
27 45 87
28 1 43
28 3 4
28 4 12
28 5 69
28 6 53
28 8 12
28 9 9
28 10 20
28 12 9
28 13 16
28 14 57
28 15 12
28 16 84
28 17 10
28 18 10
28 19 60
28 20 74
28 21 19
28 22 22
28 23 82
28 24 22
28 26 60
28 30 13
28 32 79
28 33 45
28 34 33
28 35 54
28 36 50
28 37 68
28 38 28
28 39 84
28 40 17
28 41 72
28 42 8
28 43 78
28 44 62
28 45 52
29 1 78
29 2 73
29 3 57
29 4 18
29 5 19
29 6 9
29 7 9
29 8 11
29 9 21
29 12 18
29 13 40
29 14 22
29 15 25
29 16 38
29 17 89
29 19 13
29 20 38
29 21 22
29 22 99
29 23 44
29 24 71
29 25 15
29 26 9
29 27 53
29 28 76
29 30 19
29 31 87
29 32 71
29 33 66
29 34 23
29 35 52
29 37 24
29 39 27
29 40 4
29 43 70
29 44 48
29 45 31
30 1 77
30 2 11
30 4 3
30 5 10
30 6 22
30 8 33
30 9 2
30 11 3
30 13 15
30 15 57
30 16 7
30 17 79
30 18 44
30 19 6
30 20 13
30 22 68
30 23 13
30 24 89
30 25 35
30 26 10
30 27 8
30 28 32
30 29 34
30 31 14
30 32 1
30 33 91
30 34 5
30 35 18
30 36 13
30 38 97
30 39 30
30 40 77
30 41 20
30 42 62
30 43 31
30 44 3
30 45 50
31 1 86
31 2 4
31 3 33
31 4 11
31 5 19
31 6 14
31 7 32
31 8 8
31 9 6
31 11 7
31 12 65
31 16 48
31 17 69
31 18 38
31 19 1
31 20 9
31 22 24
31 23 2
31 24 10
31 25 51
31 26 43
31 27 14
31 28 23
31 30 65
31 32 45
31 33 27
31 35 10
31 36 50
31 38 3
31 39 75
31 40 40
31 41 32
31 43 7
31 44 99
31 45 38
32 1 17
32 2 14
32 4 40
32 5 4
32 6 34
32 8 53
32 9 17
32 10 22
32 11 37
32 12 4
32 13 7
32 15 99
32 16 69
32 18 66
32 19 13
32 22 62
32 23 81
32 25 40
32 28 96
32 29 88
32 30 37
32 33 65
32 36 48
32 37 19
32 38 97
32 39 2
32 40 38
32 41 37
32 42 14
32 43 44
32 44 64
32 45 24
33 1 19
33 2 40
33 3 36
33 5 30
33 6 68
33 7 21
33 8 37
33 10 75
33 11 5
33 12 16
33 13 74
33 14 15
33 15 14
33 16 5
33 17 24
33 18 30
33 19 26
33 20 17
33 21 44
33 22 20
33 23 29
33 24 2
33 27 37
33 28 43
33 29 19
33 30 66
33 32 90
33 35 35
33 36 40
33 37 6
33 38 12
33 40 82
33 41 8
33 42 9
33 43 1
33 44 14
34 2 56
34 3 83
34 5 35
34 6 52
34 7 1
34 8 89
34 9 17
34 10 25
34 11 10
34 12 7
34 13 61
34 14 14
34 17 16
34 18 51
34 19 18
34 20 4
34 22 15
34 25 7
34 26 22
34 27 95
34 28 65
34 29 91
34 30 23
34 32 71
34 33 8
34 35 12
34 36 51
34 37 91
34 38 69
34 39 47
34 40 61
34 41 21
34 43 7
34 44 87
35 1 59
35 4 43
35 5 59
35 6 11
35 7 1
35 9 39
35 10 36
35 12 44
35 13 12
35 14 12
35 15 13
35 16 84
35 17 37
35 18 75
35 19 27
35 20 35
35 22 88
35 23 82
35 24 19
35 25 73
35 26 10
35 27 38
35 29 14
35 30 65
35 31 78
35 32 21
35 33 1
35 34 48
35 37 10
35 38 90
35 41 56
35 42 38
35 43 35
35 44 99
35 45 57
36 1 40
36 2 1
36 3 22
36 4 86
36 5 77
36 6 18
36 8 96
36 9 59
36 10 16
36 11 40
36 12 29
36 14 57
36 16 55
36 17 42
36 18 22
36 20 73
36 21 15
36 23 41
36 25 1
36 26 75
36 27 11
36 28 61
36 29 27
36 31 38
36 32 64
36 33 2
36 34 60
36 35 70
36 37 8
36 38 55
36 39 53
36 42 17
36 44 41
36 45 51
37 1 20
37 3 79
37 4 33
37 5 43
37 6 41
37 11 21
37 12 13
37 13 72
37 14 37
37 15 29
37 16 53
37 17 19
37 18 46
37 19 13
37 20 44
37 21 44
37 22 7
37 23 89
37 24 31
37 26 24
37 27 45
37 28 39
37 29 86
37 30 56
37 32 33
37 34 48
37 35 91
37 36 46
37 38 1
37 40 25
37 41 84
37 43 80
37 44 12
37 45 22
38 1 49
38 2 78
38 3 26
38 4 24
38 5 16
38 6 27
38 7 11
38 8 33
38 9 17
38 10 8
38 11 50
38 12 20
38 13 7
38 14 1
38 16 45
38 17 8
38 19 20
38 20 32
38 22 48
38 23 17
38 24 70
38 25 88
38 27 35
38 28 36
38 29 30
38 31 34
38 32 33
38 33 1
38 34 4
38 35 2
38 36 70
38 40 99
38 41 55
38 42 36
38 44 6
38 45 11
39 2 37
39 4 33
39 5 40
39 7 13
39 8 1
39 10 7
39 11 23
39 12 90
39 13 13
39 14 73
39 15 52
39 17 80
39 18 14
39 19 60
39 20 19
39 21 92
39 22 13
39 24 4
39 25 21
39 27 73
39 28 60
39 29 66
39 30 11
39 31 33
39 32 19
39 33 46
39 34 12
39 35 6
39 36 47
39 37 2
39 38 14
39 40 46
39 41 87
39 42 21
39 43 35
39 44 28
39 45 1
40 1 83
40 2 99
40 4 84
40 5 27
40 7 83
40 8 24
40 9 7
40 10 59
40 11 23
40 12 85
40 13 10
40 14 78
40 15 1
40 16 51
40 17 13
40 18 45
40 19 6
40 20 3
40 21 24
40 22 67
40 23 56
40 24 66
40 25 16
40 26 4
40 28 35
40 31 8
40 34 79
40 35 3
40 36 14
40 39 71
40 44 16
40 45 9
41 1 83
41 3 31
41 4 7
41 5 41
41 7 23
41 8 42
41 9 29
41 10 46
41 11 64
41 12 62
41 13 24
41 15 9
41 17 41
41 18 71
41 19 44
41 20 64
41 21 19
41 22 65
41 23 11
41 24 62
41 26 84
41 27 44
41 28 7
41 30 43
41 32 30
41 33 21
41 34 56
41 35 6
41 36 44
41 38 16
41 40 19
41 42 49
41 43 41
41 44 93
41 45 6
42 1 45
42 2 11
42 4 44
42 6 15
42 7 69
42 10 6
42 11 33
42 12 18
42 13 39
42 14 47
42 15 19
42 16 60
42 19 59
42 20 83
42 21 39
42 22 25
42 23 97
42 24 55
42 26 35
42 29 19
42 30 3
42 31 57
42 32 91
42 33 73
42 34 55
42 35 32
42 37 20
42 38 3
42 39 36
42 40 37
42 41 3
42 43 1
43 1 12
43 3 12
43 4 7
43 6 10
43 7 75
43 8 54
43 10 2
43 11 57
43 12 43
43 13 32
43 15 38
43 17 43
43 18 13
43 20 1
43 21 95
43 22 91
43 23 11
43 24 23
43 25 7
43 26 28
43 27 18
43 28 4
43 29 47
43 30 36
43 31 21
43 32 20
43 33 61
43 34 9
43 35 28
43 38 22
43 39 10
43 41 14
43 42 31
43 44 96
43 45 57
44 1 2
44 3 43
44 4 29
44 5 28
44 6 21
44 7 6
44 8 8
44 9 24
44 10 71
44 11 79
44 12 48
44 13 8
44 14 31
44 15 45
44 16 2
44 17 62
44 18 8
44 19 18
44 20 53
44 21 44
44 22 60
44 23 19
44 24 18
44 25 31
44 26 14
44 27 70
44 28 67
44 29 54
44 32 50
44 33 24
44 34 49
44 35 10
44 36 61
44 37 1
44 38 97
44 39 41
44 40 20
44 41 67
44 42 28
44 43 33
44 45 21
45 1 26
45 2 73
45 3 76
45 4 82
45 5 8
45 6 51
45 7 22
45 8 94
45 10 70
45 11 80
45 12 11
45 13 26
45 14 66
45 15 26
45 16 83
45 17 38
45 18 4
45 19 9
45 20 73
45 21 14
45 22 29
45 23 90
45 24 38
45 25 69
45 26 1
45 27 42
45 29 50
45 30 46
45 31 49
45 34 57
45 35 75
45 36 13
45 37 22
45 38 21
45 39 10
45 40 33
45 41 7
45 42 18
45 43 82
45 44 16
