180 11985
6 39 73
6 42 5
6 43 66
6 46 54
6 49 51
6 50 63
6 52 76
6 57 68
6 61 24
6 62 99
6 64 41
6 67 20
6 68 59
6 72 90
6 78 82
6 79 5
6 80 51
6 82 100
6 83 91
6 91 9
6 94 97
6 95 15
6 100 85
6 101 9
6 104 3
6 107 48
6 109 54
6 112 22
6 114 22
6 119 18
6 121 13
6 122 54
6 123 53
6 128 29
6 129 70
6 130 83
6 131 22
6 132 21
6 136 70
6 140 56
6 142 47
6 145 72
6 147 92
6 150 91
6 155 86
6 157 88
6 158 33
6 160 25
6 163 89
6 164 16
6 165 7
6 166 58
6 167 1
6 168 29
6 172 18
6 173 22
6 177 13
6 178 19
7 5 42
7 12 49
7 13 81
7 14 10
7 15 50
7 16 73
7 17 97
7 20 97
7 21 99
7 23 21
7 24 22
7 26 8
7 32 76
7 36 62
7 39 36
7 43 100
7 45 68
7 46 94
7 53 15
7 54 27
7 55 47
7 56 48
7 57 80
7 63 21
7 71 19
7 74 22
7 78 14
7 79 3
7 80 42
7 81 32
7 84 86
7 90 12
7 92 92
7 93 58
7 94 21
7 95 60
7 96 47
7 97 55
7 98 89
7 99 9
7 100 62
7 101 13
7 107 76
7 109 61
7 110 97
7 113 55
7 114 7
7 115 49
7 117 54
7 118 47
7 119 63
7 123 31
7 124 39
7 125 26
7 128 98
7 131 62
7 134 56
7 137 30
7 139 36
7 145 7
7 147 48
7 161 97
7 162 40
7 163 71
7 164 91
7 167 77
7 170 7
7 172 16
8 2 11
8 4 11
8 6 60
8 9 16
8 11 40
8 13 91
8 15 46
8 16 99
8 18 4
8 20 76
8 21 44
8 23 31
8 24 23
8 25 100
8 27 12
8 30 37
8 31 98
8 32 76
8 40 23
8 43 1
8 45 62
8 46 1
8 47 48
8 51 23
8 54 81
8 55 67
8 56 55
8 62 39
8 64 56
8 65 11
8 68 79
8 71 14
8 72 90
8 76 94
8 77 44
8 81 5
8 84 62
8 87 30
8 88 4
8 90 18
8 91 35
8 93 46
8 97 57
8 99 56
8 103 82
8 106 49
8 110 16
8 112 49
8 114 45
8 115 92
8 116 96
8 121 98
8 128 1
8 132 83
8 137 3
8 150 73
8 152 12
8 153 5
8 154 54
8 155 85
8 156 64
8 157 28
8 158 32
8 159 8
8 160 82
8 162 84
8 163 67
8 165 73
8 166 75
8 167 5
8 168 9
8 170 86
8 174 30
8 177 61
9 1 46
9 3 15
9 5 41
9 6 14
9 11 37
9 13 44
9 15 86
9 17 59
9 19 6
9 23 53
9 27 18
9 28 44
9 30 74
9 33 43
9 39 32
9 42 4
9 44 34
9 47 27
9 48 86
9 49 23
9 51 66
9 52 76
9 55 47
9 59 100
9 63 49
9 64 51
9 66 85
9 67 3
9 71 71
9 72 25
9 73 42
9 77 72
9 81 76
9 82 80
9 85 3
9 87 35
9 88 22
9 90 24
9 93 30
9 97 16
9 99 3
9 100 57
9 102 17
9 103 29
9 104 10
9 106 23
9 109 13
9 111 48
9 114 14
9 115 72
9 116 50
9 120 27
9 122 31
9 124 31
9 126 69
9 131 1
9 134 21
9 135 67
9 137 30
9 140 73
9 141 95
9 144 60
9 155 46
9 157 56
9 158 93
9 160 90
9 162 39
9 163 25
9 165 97
9 169 81
9 170 76
9 171 96
9 173 25
9 174 10
9 175 33
9 178 90
10 1 11
10 6 51
10 8 67
10 11 17
10 13 64
10 15 4
10 19 59
10 22 78
10 29 37
10 32 73
10 36 93
10 40 18
10 42 82
10 44 53
10 45 1
10 47 24
10 49 26
10 53 81
10 59 4
10 61 50
10 65 69
10 68 95
10 69 11
10 73 91
10 74 56
10 80 51
10 85 24
10 87 47
10 88 43
10 89 85
10 90 4
10 92 29
10 98 57
10 100 78
10 101 35
10 102 51
10 110 16
10 111 53
10 117 37
10 118 36
10 119 17
10 120 40
10 121 8
10 127 92
10 128 78
10 131 72
10 132 96
10 136 50
10 138 7
10 141 11
10 148 17
10 149 90
10 151 12
10 152 66
10 153 75
10 156 46
10 163 42
10 164 6
10 167 80
10 168 9
10 170 99
10 173 30
10 175 47
10 177 82
10 179 6
11 5 53
11 6 16
11 8 37
11 9 65
11 13 33
11 15 49
11 18 91
11 21 99
11 23 50
11 25 70
11 27 47
11 28 68
11 32 13
11 35 26
11 42 67
11 44 32
11 48 42
11 50 26
11 52 45
11 53 15
11 56 54
11 64 16
11 66 66
11 67 3
11 68 47
11 72 69
11 74 98
11 82 41
11 88 99
11 95 86
11 99 45
11 100 71
11 103 36
11 114 84
11 115 13
11 118 51
11 120 38
11 122 6
11 126 16
11 128 67
11 129 22
11 131 6
11 133 11
11 135 13
11 140 15
11 141 97
11 142 19
11 144 33
11 146 51
11 149 26
11 154 75
11 157 85
11 158 97
11 159 85
11 160 46
11 163 83
11 164 87
11 165 68
11 172 44
11 173 72
11 174 19
11 177 40
11 179 53
12 5 39
12 7 32
12 8 82
12 9 17
12 11 1
12 14 66
12 16 29
12 17 54
12 22 6
12 23 92
12 26 93
12 28 56
12 29 74
12 35 66
12 37 51
12 38 46
12 39 57
12 40 10
12 42 89
12 44 65
12 50 40
12 52 17
12 56 36
12 62 86
12 64 61
12 65 36
12 68 58
12 69 42
12 70 40
12 71 52
12 74 97
12 76 43
12 79 79
12 85 95
12 89 18
12 91 8
12 92 40
12 93 20
12 95 82
12 98 26
12 99 37
12 106 100
12 107 6
12 109 99
12 115 90
12 119 20
12 120 10
12 122 62
12 125 52
12 126 93
12 127 50
12 128 65
12 132 3
12 133 3
12 134 68
12 136 68
12 139 6
12 144 83
12 146 40
12 147 42
12 153 85
12 154 49
12 156 78
12 165 45
12 166 13
12 169 38
12 174 43
12 177 74
12 179 26
13 5 76
13 7 7
13 11 57
13 18 44
13 27 34
13 28 16
13 29 26
13 30 28
13 33 11
13 38 3
13 45 46
13 46 54
13 50 60
13 51 47
13 53 59
13 59 14
13 61 46
13 62 57
13 63 12
13 67 70
13 73 34
13 74 10
13 76 82
13 79 38
13 80 60
13 81 90
13 84 39
13 85 2
13 91 97
13 95 18
13 99 74
13 100 16
13 102 38
13 109 45
13 110 63
13 112 28
13 117 30
13 119 30
13 121 7
13 122 35
13 124 65
13 128 34
13 130 2
13 132 47
13 135 23
13 141 38
13 148 100
13 149 48
13 150 95
13 154 27
13 159 59
13 165 14
13 166 81
13 167 61
13 168 4
13 173 98
13 175 13
13 178 7
13 180 45
14 1 51
14 2 29
14 5 41
14 9 23
14 10 32
14 15 5
14 17 88
14 18 18
14 21 26
14 33 68
14 38 99
14 42 11
14 48 56
14 49 72
14 53 74
14 54 9
14 62 28
14 63 9
14 64 8
14 69 7
14 70 99
14 74 56
14 75 60
14 81 93
14 82 14
14 83 37
14 84 85
14 87 27
14 89 30
14 91 82
14 94 22
14 99 67
14 101 63
14 103 91
14 109 18
14 112 17
14 115 78
14 116 98
14 119 46
14 130 52
14 137 39
14 138 64
14 139 1
14 141 98
14 145 1
14 148 4
14 151 29
14 156 69
14 161 50
14 163 52
14 166 81
14 170 89
14 174 9
14 175 36
14 179 65
15 3 47
15 5 8
15 6 13
15 7 54
15 10 1
15 11 46
15 12 14
15 17 24
15 26 6
15 27 11
15 31 41
15 33 73
15 34 73
15 35 90
15 38 16
15 43 26
15 46 31
15 49 18
15 51 39
15 56 15
15 62 11
15 63 37
15 70 12
15 73 97
15 75 55
15 76 77
15 78 36
15 85 18
15 88 29
15 91 44
15 93 62
15 97 89
15 98 57
15 101 55
15 105 40
15 109 26
15 111 86
15 112 69
15 115 60
15 117 11
15 120 7
15 121 20
15 122 44
15 123 15
15 124 17
15 128 80
15 130 17
15 133 53
15 134 95
15 139 38
15 140 19
15 144 44
15 146 91
15 151 62
15 152 15
15 156 7
15 157 70
15 159 12
15 160 31
15 161 52
15 162 12
15 166 65
15 176 35
15 177 70
15 178 68
15 179 62
16 4 8
16 7 44
16 10 7
16 11 31
16 15 8
16 17 14
16 18 35
16 19 12
16 20 1
16 22 72
16 24 60
16 25 92
16 26 10
16 29 63
16 30 26
16 33 58
16 34 39
16 35 5
16 38 61
16 41 33
16 42 24
16 44 36
16 45 61
16 46 34
16 49 92
16 50 27
16 51 1
16 56 10
16 60 57
16 61 43
16 63 38
16 65 4
16 67 49
16 71 75
16 72 9
16 73 27
16 77 50
16 79 18
16 80 11
16 83 25
16 84 17
16 85 8
16 86 42
16 87 99
16 89 92
16 96 70
16 102 10
16 103 11
16 105 31
16 106 73
16 108 7
16 112 4
16 114 51
16 115 21
16 116 89
16 118 87
16 120 22
16 127 93
16 131 15
16 133 27
16 139 20
16 145 8
16 150 69
16 153 51
16 157 76
16 162 73
16 164 39
16 165 27
16 170 12
16 174 9
16 176 42
16 179 70
16 180 63
17 1 29
17 13 78
17 15 10
17 18 33
17 20 10
17 22 6
17 23 95
17 27 58
17 29 14
17 30 25
17 39 99
17 40 3
17 42 46
17 43 100
17 51 33
17 54 30
17 56 78
17 61 74
17 68 83
17 72 30
17 73 58
17 74 8
17 78 2
17 80 71
17 86 32
17 88 43
17 89 33
17 91 29
17 93 17
17 94 70
17 97 57
17 99 45
17 100 30
17 101 55
17 102 67
17 104 35
17 105 96
17 109 82
17 110 12
17 111 18
17 113 3
17 117 76
17 118 36
17 119 91
17 121 62
17 123 9
17 126 40
17 127 34
17 130 49
17 133 26
17 134 5
17 135 20
17 137 79
17 139 39
17 149 1
17 150 97
17 151 77
17 154 29
17 155 4
17 156 7
17 162 2
17 169 66
17 171 37
17 173 59
17 174 38
17 175 20
17 179 75
18 2 68
18 8 63
18 9 21
18 10 11
18 11 71
18 16 100
18 17 10
18 19 83
18 20 4
18 22 1
18 24 41
18 29 37
18 32 4
18 33 54
18 35 76
18 37 30
18 39 64
18 41 48
18 45 6
18 48 39
18 50 54
18 53 1
18 54 87
18 55 63
18 56 8
18 60 97
18 61 93
18 62 53
18 66 23
18 67 69
18 74 12
18 75 43
18 79 3
18 86 83
18 88 5
18 97 12
18 98 89
18 99 1
18 101 47
18 104 91
18 112 35
18 113 66
18 115 3
18 119 1
18 120 65
18 121 78
18 123 81
18 125 47
18 126 23
18 128 96
18 129 27
18 130 33
18 131 91
18 132 41
18 136 66
18 137 98
18 139 39
18 140 23
18 141 52
18 142 91
18 148 10
18 151 75
18 158 39
18 159 64
18 160 38
18 162 23
18 165 19
18 166 88
18 168 25
18 172 69
18 176 75
19 2 60
19 6 22
19 10 3
19 13 67
19 14 23
19 17 70
19 21 60
19 22 70
19 25 94
19 28 7
19 29 10
19 31 30
19 35 77
19 37 37
19 43 27
19 45 35
19 46 57
19 48 35
19 49 57
19 51 92
19 53 90
19 55 25
19 57 96
19 59 60
19 62 6
19 66 38
19 69 58
19 71 40
19 72 24
19 73 33
19 74 32
19 80 92
19 83 37
19 85 54
19 86 18
19 87 85
19 91 48
19 92 26
19 94 41
19 95 2
19 99 21
19 101 29
19 104 53
19 105 71
19 106 6
19 107 59
19 108 26
19 119 26
19 121 54
19 127 68
19 128 8
19 129 29
19 130 30
19 132 82
19 134 29
19 142 12
19 144 60
19 148 60
19 150 59
19 152 80
19 155 13
19 158 33
19 159 72
19 161 81
19 165 72
19 166 86
19 170 40
19 171 7
19 172 45
19 173 53
19 175 84
19 176 63
19 179 95
20 9 91
20 13 98
20 15 27
20 16 19
20 17 80
20 18 60
20 19 25
20 23 95
20 26 73
20 28 6
20 32 57
20 38 5
20 40 42
20 41 87
20 42 39
20 44 40
20 45 96
20 48 84
20 50 80
20 51 4
20 54 80
20 57 8
20 59 56
20 61 72
20 64 54
20 67 96
20 72 66
20 73 6
20 75 18
20 78 91
20 80 45
20 81 8
20 89 93
20 90 44
20 92 35
20 93 50
20 101 57
20 105 79
20 112 14
20 117 55
20 118 49
20 120 77
20 127 40
20 129 30
20 130 30
20 132 27
20 133 88
20 134 46
20 135 21
20 138 95
20 144 21
20 146 65
20 148 63
20 151 3
20 152 72
20 160 36
20 163 99
20 166 41
20 167 73
20 171 31
20 175 30
21 1 68
21 2 64
21 3 100
21 4 70
21 6 97
21 7 40
21 8 71
21 12 13
21 19 14
21 20 84
21 24 7
21 29 21
21 32 18
21 33 63
21 35 18
21 40 91
21 41 74
21 42 51
21 45 14
21 47 60
21 50 4
21 52 9
21 59 97
21 60 4
21 61 75
21 63 61
21 68 94
21 72 67
21 73 51
21 75 93
21 77 25
21 78 12
21 80 49
21 81 4
21 84 40
21 85 99
21 88 5
21 95 9
21 98 45
21 106 36
21 107 3
21 113 79
21 114 8
21 116 31
21 118 66
21 119 82
21 121 22
21 122 83
21 124 5
21 125 55
21 126 44
21 130 30
21 131 37
21 133 100
21 138 88
21 140 59
21 141 80
21 143 8
21 144 44
21 146 65
21 148 6
21 152 55
21 153 50
21 154 11
21 156 91
21 159 21
21 160 42
21 164 22
21 166 33
21 167 8
21 170 22
21 171 33
21 174 55
21 177 49
21 180 95
22 4 62
22 8 35
22 9 89
22 12 41
22 14 8
22 16 32
22 17 54
22 18 12
22 26 91
22 27 21
22 33 14
22 38 32
22 39 21
22 40 33
22 41 43
22 42 92
22 43 22
22 44 26
22 50 71
22 51 95
22 52 59
22 53 76
22 56 6
22 58 14
22 59 60
22 63 45
22 65 72
22 72 92
22 78 25
22 81 54
22 93 29
22 95 55
22 102 49
22 104 33
22 108 13
22 109 31
22 113 64
22 115 37
22 117 89
22 121 85
22 124 24
22 126 31
22 127 90
22 129 38
22 130 4
22 132 40
22 133 29
22 135 13
22 140 74
22 142 35
22 143 48
22 145 41
22 146 57
22 147 92
22 148 1
22 151 22
22 166 31
22 168 54
22 169 49
22 170 24
22 175 65
22 180 37
23 1 45
23 5 22
23 7 11
23 10 78
23 12 28
23 14 25
23 16 62
23 20 1
23 24 40
23 26 74
23 31 85
23 38 15
23 40 78
23 44 41
23 46 65
23 48 24
23 52 33
23 53 66
23 54 51
23 56 25
23 68 5
23 71 26
23 72 51
23 73 92
23 75 89
23 77 89
23 79 10
23 88 52
23 90 92
23 91 80
23 99 84
23 105 35
23 107 31
23 108 25
23 109 35
23 111 16
23 113 30
23 114 63
23 115 34
23 116 4
23 121 17
23 122 58
23 124 4
23 132 28
23 134 4
23 135 71
23 139 2
23 140 49
23 141 90
23 143 85
23 144 73
23 145 45
23 147 20
23 151 79
23 152 20
23 154 6
23 156 95
23 158 68
23 159 13
23 164 16
23 166 58
23 168 39
23 169 25
23 171 32
23 176 68
23 179 61
23 180 34
24 4 33
24 5 36
24 10 15
24 11 9
24 13 28
24 16 60
24 17 92
24 20 81
24 21 1
24 22 70
24 23 92
24 25 48
24 27 93
24 28 19
24 29 27
24 31 82
24 32 21
24 33 83
24 34 88
24 35 100
24 36 48
24 37 85
24 38 72
24 42 51
24 44 17
24 45 40
24 46 9
24 47 12
24 49 30
24 55 54
24 59 22
24 60 72
24 61 41
24 65 8
24 66 41
24 71 90
24 74 28
24 77 37
24 82 81
24 84 6
24 87 60
24 88 35
24 89 18
24 93 2
24 94 73
24 99 25
24 102 97
24 110 29
24 114 15
24 115 98
24 116 36
24 117 55
24 119 25
24 122 57
24 124 46
24 129 57
24 133 83
24 135 65
24 140 6
24 141 75
24 142 80
24 152 87
24 154 24
24 155 82
24 156 1
24 159 77
24 160 83
24 166 73
24 168 50
24 169 37
24 170 67
24 171 62
24 172 26
24 178 62
25 3 8
25 4 80
25 7 30
25 9 95
25 10 20
25 12 40
25 13 20
25 15 26
25 17 93
25 24 68
25 28 22
25 38 47
25 40 72
25 44 86
25 45 93
25 46 42
25 47 30
25 49 39
25 63 55
25 67 90
25 72 46
25 74 25
25 75 10
25 77 36
25 78 40
25 87 30
25 90 1
25 91 2
25 92 61
25 97 55
25 101 76
25 104 45
25 106 22
25 107 16
25 109 59
25 112 98
25 113 20
25 116 42
25 119 21
25 121 100
25 122 27
25 124 27
25 125 46
25 128 3
25 130 15
25 134 54
25 136 85
25 140 14
25 142 71
25 150 69
25 151 15
25 152 62
25 155 17
25 156 17
25 157 34
25 160 36
25 162 45
25 163 69
25 167 70
25 170 16
25 171 38
25 172 76
25 173 12
25 174 99
26 2 28
26 3 15
26 4 22
26 10 99
26 12 87
26 15 84
26 17 36
26 18 93
26 23 1
26 32 24
26 41 83
26 42 81
26 49 92
26 50 89
26 52 91
26 53 97
26 58 63
26 60 92
26 67 10
26 68 17
26 75 47
26 76 22
26 81 52
26 85 24
26 87 92
26 88 41
26 93 80
26 97 91
26 104 84
26 105 64
26 109 46
26 117 97
26 123 88
26 128 33
26 129 20
26 133 23
26 135 80
26 136 51
26 137 33
26 143 58
26 145 41
26 148 11
26 157 82
26 159 54
26 160 75
26 162 28
26 166 53
26 167 23
26 170 98
26 171 1
26 175 44
26 176 40
27 1 56
27 3 82
27 11 31
27 12 3
27 14 81
27 19 91
27 20 73
27 23 98
27 25 18
27 26 82
27 29 54
27 30 33
27 35 76
27 36 40
27 39 77
27 45 15
27 46 23
27 51 4
27 53 67
27 55 87
27 59 70
27 61 81
27 62 42
27 66 100
27 71 22
27 74 18
27 75 23
27 76 87
27 78 38
27 80 14
27 89 97
27 91 38
27 93 81
27 95 74
27 96 100
27 98 74
27 106 90
27 112 35
27 116 24
27 119 1
27 123 98
27 126 98
27 128 18
27 133 14
27 135 96
27 136 70
27 137 3
27 141 28
27 142 68
27 144 49
27 146 31
27 147 10
27 148 87
27 153 78
27 159 41
27 163 62
27 164 71
27 165 81
27 166 86
27 168 86
27 169 68
27 174 27
27 178 25
28 1 31
28 3 19
28 4 4
28 6 61
28 8 76
28 14 35
28 15 66
28 17 16
28 19 64
28 21 10
28 26 37
28 32 44
28 39 42
28 44 70
28 49 64
28 50 98
28 54 82
28 59 5
28 60 80
28 61 17
28 65 64
28 66 4
28 67 56
28 80 99
28 82 69
28 83 30
28 84 96
28 91 10
28 93 25
28 95 75
28 98 50
28 100 21
28 102 27
28 107 32
28 108 72
28 109 23
28 110 50
28 111 70
28 115 26
28 116 68
28 117 18
28 119 91
28 126 52
28 127 99
28 131 57
28 135 60
28 136 11
28 138 5
28 141 50
28 143 42
28 145 32
28 148 50
28 150 41
28 153 12
28 155 62
28 156 45
28 161 48
28 162 41
28 165 86
28 166 93
28 168 53
28 169 9
28 175 84
28 177 25
29 6 76
29 8 16
29 11 14
29 14 3
29 17 3
29 23 2
29 24 11
29 34 13
29 35 31
29 40 44
29 48 53
29 49 31
29 53 3
29 56 17
29 61 95
29 67 48
29 69 18
29 70 74
29 71 78
29 73 28
29 76 58
29 77 35
29 78 13
29 80 3
29 81 71
29 82 48
29 83 100
29 84 20
29 85 60
29 95 61
29 98 56
29 99 7
29 101 56
29 102 47
29 106 46
29 108 74
29 110 63
29 111 39
29 113 56
29 114 30
29 116 9
29 119 19
29 121 15
29 122 11
29 123 21
29 126 36
29 128 27
29 129 78
29 130 97
29 131 68
29 133 9
29 135 85
29 136 98
29 137 95
29 141 57
29 142 6
29 144 96
29 145 7
29 146 15
29 149 82
29 159 59
29 160 95
29 162 27
29 166 86
29 167 88
29 169 30
29 171 40
29 175 15
29 177 31
29 178 6
30 1 63
30 2 84
30 3 51
30 4 87
30 5 28
30 7 84
30 15 100
30 22 91
30 26 78
30 33 87
30 34 84
30 41 73
30 44 64
30 45 37
30 48 21
30 49 28
30 54 84
30 58 37
30 65 70
30 67 89
30 68 79
30 70 7
30 76 66
30 77 15
30 78 19
30 79 27
30 80 53
30 87 84
30 88 60
30 89 81
30 93 73
30 99 19
30 100 18
30 101 42
30 103 10
30 104 6
30 105 48
30 106 57
30 107 16
30 110 33
30 114 70
30 116 4
30 119 73
30 121 85
30 122 15
30 124 22
30 126 47
30 127 26
30 132 99
30 138 62
30 143 56
30 144 52
30 145 43
30 146 30
30 148 43
30 149 70
30 150 31
30 152 2
30 154 14
30 157 96
30 161 1
30 167 29
30 169 22
30 171 30
30 174 83
30 176 28
30 178 7
31 3 15
31 5 29
31 9 89
31 13 63
31 17 92
31 21 13
31 35 53
31 36 26
31 38 74
31 43 6
31 44 85
31 48 9
31 53 15
31 57 56
31 70 86
31 72 20
31 75 69
31 76 76
31 80 18
31 83 61
31 84 99
31 87 83
31 89 4
31 90 10
31 92 85
31 94 78
31 98 73
31 101 11
31 105 49
31 108 45
31 111 47
31 114 77
31 118 10
31 120 75
31 123 51
31 124 36
31 127 90
31 136 88
31 138 32
31 139 66
31 140 65
31 143 99
31 144 3
31 147 46
31 152 29
31 155 31
31 158 12
31 165 30
31 167 66
31 168 87
31 169 85
31 172 28
31 173 3
31 174 30
31 177 91
32 3 78
32 4 22
32 10 12
32 13 6
32 15 35
32 16 65
32 31 28
32 33 62
32 34 26
32 35 1
32 37 35
32 38 88
32 39 57
32 41 28
32 46 52
32 49 21
32 50 96
32 51 98
32 58 77
32 61 75
32 66 93
32 68 82
32 72 43
32 77 26
32 78 85
32 80 20
32 85 25
32 86 36
32 88 32
32 90 80
32 94 24
32 95 47
32 99 16
32 106 9
32 107 7
32 109 6
32 110 100
32 112 44
32 113 41
32 118 45
32 120 62
32 121 20
32 122 73
32 123 46
32 124 90
32 127 64
32 130 26
32 131 69
32 133 23
32 135 38
32 137 21
32 142 21
32 143 71
32 145 5
32 146 11
32 149 35
32 151 100
32 152 24
32 153 93
32 158 32
32 159 34
32 162 49
32 164 4
32 165 23
32 172 33
32 173 42
32 178 55
32 179 7
32 180 53
33 1 25
33 2 77
33 6 55
33 8 10
33 9 3
33 10 51
33 11 99
33 12 62
33 15 92
33 16 99
33 21 1
33 22 43
33 23 39
33 24 16
33 26 79
33 31 24
33 35 78
33 36 33
33 37 11
33 39 87
33 40 60
33 42 53
33 43 18
33 44 20
33 48 55
33 51 71
33 52 37
33 54 62
33 55 5
33 56 6
33 58 2
33 60 27
33 62 74
33 72 57
33 75 35
33 76 82
33 78 25
33 81 16
33 87 55
33 90 93
33 91 79
33 93 6
33 96 42
33 103 65
33 112 66
33 113 18
33 117 88
33 123 48
33 125 86
33 127 89
33 128 62
33 129 16
33 133 70
33 134 19
33 135 53
33 137 33
33 138 4
33 139 94
33 142 5
33 144 39
33 146 11
33 150 8
33 153 86
33 156 26
33 163 24
33 171 92
33 176 36
33 179 58
33 180 11
34 3 27
34 4 9
34 6 4
34 7 1
34 9 22
34 10 47
34 11 37
34 13 77
34 14 65
34 15 42
34 18 19
34 19 42
34 22 31
34 27 3
34 31 52
34 38 99
34 40 9
34 41 7
34 45 5
34 47 8
34 48 60
34 54 77
34 58 34
34 61 16
34 63 33
34 64 81
34 69 71
34 71 22
34 73 93
34 75 42
34 77 24
34 79 30
34 81 15
34 83 10
34 84 91
34 85 68
34 90 98
34 93 98
34 95 32
34 99 32
34 103 68
34 105 77
34 109 33
34 113 77
34 114 46
34 116 65
34 122 26
34 129 18
34 131 27
34 138 49
34 144 43
34 146 27
34 152 78
34 155 44
34 157 41
34 159 52
34 162 69
34 165 14
34 167 23
34 168 19
34 172 62
34 175 85
34 176 10
34 178 95
34 179 98
35 2 50
35 3 26
35 4 10
35 6 76
35 11 99
35 12 78
35 18 34
35 20 69
35 21 93
35 23 59
35 28 78
35 29 7
35 30 34
35 32 69
35 42 24
35 43 46
35 44 17
35 46 84
35 49 44
35 54 5
35 55 13
35 56 45
35 57 99
35 58 10
35 62 29
35 64 50
35 67 69
35 68 7
35 73 28
35 76 26
35 77 29
35 78 27
35 80 15
35 82 49
35 83 27
35 87 39
35 88 43
35 89 49
35 90 1
35 94 17
35 98 56
35 103 23
35 104 25
35 105 15
35 106 36
35 118 23
35 122 96
35 123 21
35 124 28
35 126 7
35 130 20
35 132 70
35 133 16
35 134 100
35 135 2
35 141 30
35 142 87
35 143 79
35 148 41
35 150 44
35 151 96
35 154 43
35 157 3
35 159 51
35 164 59
35 168 13
35 173 65
35 174 19
35 179 63
35 180 26
36 1 2
36 3 84
36 8 4
36 9 100
36 11 38
36 12 17
36 14 90
36 17 26
